monthly_income,fixed_expenses,total_emi,credit_card_outstanding,avg_interest_rate,active_loans,emi_income_ratio,expense_ratio,credit_utilization,interest_burden,loan_density,debt_stress_score
34492,21398.852329927933,15386.926614892263,54994.36088135823,36.20675517067934,8,0.44610131667900565,0.6204004502472438,0.39860229097586564,0.3620675517067934,1.3333333333333333,100.0
123435,36290.4213617614,30127.5986126502,239919.1559232549,24.676867852046943,7,0.24407662828735932,0.2940043047900628,0.48592205598747296,0.24676867852046944,1.1666666666666667,77.95374582261127
217290,77578.29865105862,104730.30142758733,325239.58287771913,34.141889362922484,1,0.48198399110675744,0.3570265481663151,0.3741998974615941,0.34141889362922484,0.16666666666666666,78.09188776694641
41571,14358.43958799691,27348.045475911462,52553.57772368374,38.25419514314994,1,0.6578635461237753,0.34539557835984,0.3160471105078284,0.38254195143149944,0.16666666666666666,86.65403503509208
176282,47166.87890376006,99676.55800136502,36636.26155098211,35.943023492739634,6,0.5654380935170069,0.2675649181638514,0.05195689513248958,0.35943023492739634,1.0,90.40239084717098
152788,61771.24984726339,102259.23707019458,297162.55957086716,30.00992348066502,6,0.6692884066169763,0.40429385715673605,0.48623347313085313,0.3000992348066502,1.0,100.0
165177,49465.15802121918,98316.19850937305,603834.2148734996,12.439722832229313,3,0.5952172427721356,0.2994675894417454,0.9139199387225515,0.12439722832229312,0.5,100.0
82823,21759.397436436502,31734.092302916895,262653.2190608116,32.71579177273844,2,0.3831555522369015,0.2627216767858747,0.7928148553566389,0.3271579177273844,0.3333333333333333,89.89765753006141
97058,60644.07548306727,19857.724629406886,313609.0076425728,24.399509115185605,3,0.20459647457609767,0.6248230489301991,0.8077876312168312,0.24399509115185605,0.5,82.63203096105553
150553,54991.74200308431,30599.221650742642,88663.7280500473,25.87921734827299,5,0.2032455125486881,0.36526500304267806,0.14723009181160007,0.2587921734827299,0.8333333333333334,86.91838486399293
32842,13481.572751747808,11468.360407472719,36066.063398586535,7.149113218277094,4,0.3491979906057097,0.410497921921558,0.27454222792907357,0.07149113218277094,0.6666666666666666,78.59996193441266
46301,24857.50721538198,21709.135172700713,52096.62276742248,23.48107988551739,6,0.46886968257058625,0.5368676101030643,0.281293183556632,0.2348107988551739,1.0,93.02391464300854
81271,32842.184583164235,41694.003459996384,273141.80400550284,19.624188770093806,3,0.5130243685939189,0.40410705643051315,0.8402191556813096,0.19624188770093806,0.5,100.0
32340,18489.049102268462,10526.329039808938,92146.5848670472,16.6180834167111,3,0.3254894570132634,0.5717083828778127,0.7123267228435931,0.16618083416711102,0.5,89.31432781647315
108579,53625.35234100435,22483.689236736907,189881.50824649635,38.32837892173133,5,0.20707217083171614,0.49388327707019175,0.4371966684315023,0.38328378921731326,0.8333333333333334,86.18979491134412
52438,33346.58234713716,10270.111499850897,73278.69320920196,26.934596035390165,7,0.19585246385924132,0.6359239930420146,0.34935873416797913,0.2693459603539016,1.1666666666666667,96.01442369185163
32855,22265.84770657301,22823.56872154481,36959.47091846204,13.732725101929775,2,0.6946756573290156,0.6777004324021614,0.2812317068822252,0.13732725101929774,0.3333333333333333,84.82965666517839
20236,13449.262184473082,13049.805725589089,76392.8425993453,39.28188591361594,6,0.6448806940892019,0.6646205863052521,0.9437739993000753,0.3928188591361594,1.0,100.0
35185,9567.21111329744,22708.815025908498,38170.49058273462,18.22330074131544,8,0.6454118239564729,0.27191164170235727,0.27121280789210334,0.1822330074131544,1.3333333333333333,91.98658647550253
122354,50007.54162360949,35874.495125636335,442886.4812858793,35.782164888258976,6,0.29320247090929874,0.40871194749341655,0.9049284888231673,0.35782164888258977,1.0,97.37022726602702
155244,56183.86543336656,45294.669516615475,134591.57416243042,26.721861344976617,7,0.29176438069500576,0.36190683977072585,0.21674199029017294,0.26721861344976616,1.1666666666666667,98.57672858977912
141771,89585.6887773174,16235.792276041191,117332.40067909565,21.446223479239983,8,0.11452125100366924,0.6319041889901136,0.20690479837042774,0.21446223479239981,1.3333333333333333,71.71342390855233
57491,24373.589044583172,12277.090334360513,79259.17081427311,14.140475528542687,3,0.2135480394211357,0.4239548632756983,0.344659037128738,0.14140475528542687,0.5,77.35233399500657
107269,60627.81049269491,41601.49870180655,225806.4845150747,19.857446296238365,3,0.3878240563611719,0.5651941426944869,0.5262622111585703,0.19857446296238365,0.5,93.13561456263339
202991,129985.91726131953,34762.21596113488,604630.7226000238,18.385753360760134,1,0.1712500355244069,0.6403531056121676,0.744652130636363,0.18385753360760135,0.16666666666666666,68.4467914866353
77349,32982.972165909814,11316.805847953065,118416.44678749134,18.035887517166223,4,0.14630836659753926,0.42641756410438164,0.38273425250323645,0.18035887517166224,0.6666666666666666,75.44922668275233
237932,67979.80026825606,37257.41032607455,20542.234268278273,10.41300844185102,3,0.15658848043169707,0.28571104461886615,0.021584144070867173,0.1041300844185102,0.5,37.3177886144141
166034,56769.397283813094,35693.727079251155,638153.5712136491,26.94991764939338,8,0.2149784205599525,0.3419142903490435,0.9608778491357931,0.2694991764939338,1.3333333333333333,89.71009629197296
93123,42831.45182476635,21133.00458297347,217377.86817780984,32.38451378364239,7,0.2269364666406094,0.45994493116379787,0.5835772799893953,0.3238451378364239,1.1666666666666667,99.15008109352986
170667,89027.38894023372,118313.4459282506,101771.49681498506,24.326262323852184,4,0.6932414932485519,0.5216438382360604,0.1490790498675565,0.24326262323852185,0.6666666666666666,89.71470610506364
236095,94883.80380920711,159836.61189279432,458411.880816286,23.7544540211206,7,0.6770012575141122,0.4018882390953096,0.48541040769212185,0.23754454021120602,1.1666666666666667,96.86121228754381
196831,60640.29094770443,58352.414303147874,384573.26592840254,23.67955439204805,7,0.2964594718471576,0.30808303035448903,0.4884561704309821,0.2367955439204805,1.1666666666666667,85.10427458371291
141976,55753.72068351903,40025.38392373629,543018.0644433413,39.09448812425068,5,0.2819165487387748,0.39269820732742877,0.9561793268639441,0.3909448812425068,0.8333333333333334,87.04373946785768
48000,25114.171013043564,12477.894502984618,1870.560559033052,41.3412773243588,4,0.2599561354788462,0.5232118961050742,0.00974250291163048,0.413412773243588,0.6666666666666666,55.03607771018727
29658,14464.213169988752,9849.040277900645,55400.28040818229,22.118094543835547,6,0.33208713594647804,0.4877002215250102,0.46699272041424145,0.22118094543835545,1.0,89.02966811970323
138716,58413.082370422715,55332.952928919745,457558.69502009585,11.413299433099317,6,0.3988938040955603,0.42109837632589403,0.8246321531404017,0.11413299433099316,1.0,94.83845390549877
46540,19397.326716271644,15376.034331676783,104346.7704830903,41.771537466840215,6,0.33038320437638125,0.41678828354687675,0.560521972943115,0.41771537466840214,1.0,92.20453928301993
218558,109422.58096156122,143693.3704577374,684229.7017390131,9.317628042572652,8,0.6574610421843967,0.5006569467215166,0.7826637571480032,0.09317628042572652,1.3333333333333333,100.0
167194,51465.229198398556,86460.37219618574,444705.8600127719,34.82512611371453,1,0.5171260463664111,0.30781744080767587,0.6649548728016136,0.34825126113714533,0.16666666666666666,96.40435395706002
137881,75936.69022081002,94305.41665197785,62270.440288034966,26.74012822080049,3,0.6839623780794878,0.5507407853207478,0.11290612972061953,0.2674012822080049,0.5,80.26387324972507
127056,53687.03298075811,64531.54372879593,170235.69094516194,23.039031253681454,2,0.5078984363492942,0.42254622356093463,0.33496192809698466,0.23039031253681455,0.3333333333333333,90.28685610395438
181672,46657.78064997491,71790.3377799711,525364.9387863922,35.2276434830693,8,0.39516457010420486,0.2568242802962202,0.722958049102768,0.352276434830693,1.3333333333333333,100.0
79706,45594.31448932164,47107.94680634936,292066.4940502903,17.15905075145853,8,0.5910213384983485,0.5720311455765141,0.9160743672066417,0.1715905075145853,1.3333333333333333,100.0
126979,77061.55422481075,15308.599061671292,135025.96559755507,8.204062033689956,7,0.12056008522410235,0.6068842424716745,0.26584310318547766,0.08204062033689956,1.1666666666666667,72.57749625743934
120514,36636.22197540578,39062.338183952226,110996.00579306457,30.3751168492549,7,0.3241311232218018,0.30399971767102396,0.23025541802832986,0.303751168492549,1.1666666666666667,93.7902808218975
106998,54608.35153951608,12134.371265614871,261104.7186064489,19.52522096421682,8,0.11340745869656321,0.5103679651910884,0.6100691569151968,0.19525220964216822,1.3333333333333333,85.28164362791435
29458,11586.758170131408,17395.539510092844,111676.91361190558,31.427804454575085,6,0.5905200458311102,0.39333146072820313,0.9477638808804534,0.31427804454575087,1.0,100.0
79408,52358.29624160403,3979.944632714137,256503.75294576914,8.513677468120624,6,0.05012019736946072,0.6593579518638428,0.8075500986858035,0.08513677468120624,1.0,64.9222761500985
146797,76202.79195756665,98179.38817377052,371031.82041433646,9.447867242942785,1,0.6688105899559972,0.519103196642756,0.6318790922401964,0.09447867242942784,0.16666666666666666,93.95145598312718
203950,53875.01195677042,53167.37581783482,551836.3965983038,12.447218004899428,3,0.26068828545150685,0.2641579404597716,0.6764358869800243,0.12447218004899428,0.5,69.8266508384489
178894,100851.70044194636,94269.17403743007,626368.8554586997,21.460814061819278,7,0.5269554822265144,0.5637511623751851,0.8753351921510779,0.21460814061819278,1.1666666666666667,100.0
116041,80395.86545159527,26989.9642161892,114630.56980933482,7.0095254844340396,3,0.23258989681396403,0.6928229285476277,0.2469613537657699,0.0700952548443404,0.5,65.02907726507074
162975,93654.50916843985,73590.56569718146,106565.03061503016,26.419351039198574,7,0.45154511855917445,0.5746556782846439,0.16346837032524952,0.26419351039198574,1.1666666666666667,99.46663977129558
76894,24662.22926784241,21394.155223826456,6635.793914155526,11.649512544718602,5,0.2782291885430132,0.32073021650378974,0.02157448537647777,0.11649512544718603,0.8333333333333334,53.58457521290398
28422,17348.263057612916,10796.953529634544,58491.17503373262,11.521486985243726,1,0.37988014670447345,0.6103815022733416,0.5144885566966841,0.11521486985243726,0.16666666666666666,79.1358046499079
67889,36197.762769664805,9083.048571727115,46769.49015989873,41.27070680314497,7,0.13379264051211706,0.5331903956408962,0.1722277915417031,0.4127070680314497,1.1666666666666667,72.59895079648433
119075,57180.939633014095,45659.8646091933,275752.4221970754,10.153858081248117,6,0.38345466814355067,0.480209444745027,0.5789469288202297,0.10153858081248117,1.0,88.39303047501566
194137,51527.4547654623,98079.80888859787,644017.4356866123,41.58748101449468,8,0.505209253715664,0.2654180025727311,0.8293337123868869,0.41587481014494676,1.3333333333333333,100.0
83932,29032.086306880297,32724.823782611245,245529.26201349185,35.3555776430627,2,0.3898968663038084,0.3459000894400264,0.7313338834219721,0.353555776430627,0.3333333333333333,84.09347572160863
21049,7467.569658185427,12726.651446623182,48366.60228408525,11.616604464363157,3,0.604620240706123,0.3547707567193419,0.5744524951789307,0.11616604464363156,0.5,100.0
46575,17624.888538670835,21665.57245848751,4647.019078602884,18.880877592206218,8,0.46517600554991967,0.3784195070031312,0.024943741699425037,0.1888087759220622,1.3333333333333333,81.01302990674114
154317,41047.72105560166,74878.88394216842,97934.30442034948,29.18043194474093,6,0.4852277062291804,0.2659961057796721,0.15865767287523325,0.2918043194474093,1.0,100.0
93777,39750.68037885423,45392.84544340642,362982.3545549435,39.36346042727394,1,0.48405094472425453,0.4238851784430535,0.9676742552943246,0.39363460427273944,0.16666666666666666,84.09129703862213
80173,31196.178035089128,46464.260744318985,277451.38808083994,13.510630105817445,1,0.5795499824669026,0.38911077339115574,0.8651646691555759,0.13510630105817445,0.16666666666666666,93.85131357007748
246095,120491.45548849729,117577.35424162376,206447.17138458724,18.4670542542235,5,0.47777221902770783,0.489613586169964,0.20972304535300113,0.18467054254223497,0.8333333333333334,97.92478716717984
54568,27690.072478770046,29973.271215257857,108018.72634814112,10.932775833133512,1,0.549282935333123,0.507441586255132,0.4948812781673376,0.10932775833133512,0.16666666666666666,82.52395240416706
72903,49131.14625823722,16352.724605942803,210053.06044584673,34.09492029888081,1,0.22430797917702705,0.6739248900352142,0.7203169295016897,0.3409492029888081,0.16666666666666666,78.11029437751799
176381,75647.99003635613,66047.66836997654,181045.06735534285,30.843466558158212,5,0.37446022173576826,0.42888967653180404,0.2566107848285003,0.3084346655815821,0.8333333333333334,99.62561174613192
187662,79113.94218450272,111269.78782156602,611044.1690762516,29.160162408358456,7,0.5929265798167238,0.42157678264381027,0.8140222435499083,0.2916016240835846,1.1666666666666667,100.0
57463,31178.710948205586,8769.10038956682,10305.791196752201,27.16083174874679,8,0.1526042912755481,0.5425875945948799,0.044836639214591134,0.2716083174874679,1.3333333333333333,72.81448925123344
196636,119648.13610614013,55801.15358074236,453797.4394684006,32.154425789117205,4,0.2837789294978659,0.6084752339660089,0.5769511171255526,0.321544257891172,0.6666666666666666,88.15322642163567
195627,82321.25366877604,42474.98423609544,456126.1932423773,22.38699396684702,4,0.21712230027601223,0.4208072181691487,0.5829029137623862,0.22386993966847019,0.6666666666666666,88.01994029961541
242553,156918.8050093328,19767.7412441343,708355.4265656916,34.32221882953823,7,0.08149864666334491,0.6469464612242801,0.73010375728778,0.3432221882953823,1.1666666666666667,80.33793304064221
188963,116885.60255495204,62829.63850471657,542043.8488910038,28.292355254574236,7,0.33249704177387407,0.6185634359898606,0.7171296085622632,0.28292355254574236,1.1666666666666667,100.0
115390,58507.97906839584,71908.33664382581,189311.0278811253,31.504851673911727,6,0.6231765026763655,0.5070454898032398,0.41015475318728944,0.31504851673911727,1.0,100.0
214599,84397.422293814,52475.21909460287,539008.0853054298,23.992266086705715,1,0.24452685750913505,0.3932796625045504,0.6279247402194672,0.23992266086705716,0.16666666666666666,83.94363952229835
140715,71726.53629057908,83392.31605228424,33619.28131645583,32.49753280077371,2,0.5926327403068915,0.5097291425262345,0.05972938442322395,0.3249753280077371,0.3333333333333333,74.89515641301956
35229,13749.185740807226,8896.202430067888,136112.66080487115,17.816504302988374,1,0.2525249774352916,0.3902803298648053,0.9659134576972888,0.17816504302988373,0.16666666666666666,78.35356086341244
127516,36294.03877774486,66602.06685801936,112208.64497669827,21.027013102788292,7,0.5223036078454418,0.28462341022103,0.21998934442873497,0.21027013102788292,1.1666666666666667,98.72097706469116
134949,74574.6521928126,27555.58371642156,211857.76642931026,37.508803459898196,6,0.20419257435343396,0.5526135961942111,0.39247746635638325,0.375088034598982,1.0,89.98891375077119
143985,93903.01706801918,63312.16195406119,169180.15257784125,16.112493768217558,1,0.43971359484711037,0.6521722198008069,0.293746141226241,0.1611249376821756,0.16666666666666666,70.71038240063697
226428,137785.79975268483,137429.55235662794,271157.6526156041,32.64342396591334,8,0.6069459269906016,0.6085192633096826,0.29938617641767373,0.32643423965913343,1.3333333333333333,100.0
246021,142560.79433667162,151753.53870751153,442122.2078232115,28.16824867632345,6,0.6168316473289334,0.5794659575266812,0.4492728342531852,0.2816824867632345,1.0,100.0
166320,49478.38389814274,21511.239030207795,358969.802504343,16.875135482766172,6,0.12933645400557836,0.2974890806766639,0.5395770239663645,0.1687513548276617,1.0,71.69351288499944
54766,24606.282110938246,25292.08017063543,142568.7704766879,15.740137028485476,7,0.4618208408617651,0.44929850839824426,0.6508087612601244,0.15740137028485476,1.1666666666666667,95.94262376602063
97754,52819.00328898455,28453.424829924556,122775.08719698452,33.90085413865925,2,0.29107171911046664,0.5403257492172653,0.3139899318620837,0.3390085413865925,0.3333333333333333,81.37925641558044
137639,78506.87894068388,47345.04693530264,521463.74199972505,31.54398039407811,7,0.34397988168544263,0.570382514699205,0.9471584035043212,0.3154398039407811,1.1666666666666667,100.0
79240,54454.48975464703,31897.631635378937,67671.42031763007,17.876503400909925,1,0.4025445688462763,0.6872096132590488,0.2135014522893427,0.17876503400909927,0.16666666666666666,76.34073412162508
190061,120814.27922632525,65520.5837121141,372610.8818708444,35.32743621484844,2,0.3447344995139145,0.6356605470155647,0.4901201217909571,0.3532743621484844,0.3333333333333333,74.44909776033468
178661,71329.05289694488,99345.19613508687,183286.62178954468,12.125281995149333,2,0.5560541815790064,0.39924243621688493,0.2564726238372458,0.12125281995149333,0.3333333333333333,82.63408170217664
151758,83867.3728819738,17518.06137201899,273959.04904096253,15.244576251244965,7,0.11543418714017706,0.5526388914058817,0.4513090727358072,0.15244576251244965,1.1666666666666667,84.59963039164478
77045,51293.52963461358,19845.520105418396,109243.20453876506,27.932983399031187,1,0.257583491536354,0.6657606546124158,0.35447856622352214,0.27932983399031186,0.16666666666666666,79.2827786096211
95843,26474.05608182331,46829.44826651452,312159.9780264004,34.738242319513404,7,0.48860582688891746,0.2762231574744458,0.8142482445937637,0.347382423195134,1.1666666666666667,100.0
173431,57930.5134900652,40882.70672154613,411195.16001259914,26.336618120290993,1,0.2357289453531729,0.3340262899370078,0.5927359584108365,0.26336618120290994,0.16666666666666666,66.69426083342228
30882,17655.30323776971,5820.920302217577,49088.33865851962,34.23259632914667,5,0.1884890972805381,0.5717020671514056,0.3973863306984621,0.34232596329146675,0.8333333333333334,88.72893325870007
247322,111810.32337919936,61996.82475942778,505781.6720378789,17.532142552252616,8,0.2506725028886544,0.45208401751239013,0.5112582706328985,0.17532142552252616,1.3333333333333333,91.11980562330226
100031,54785.90884638365,56707.739007642005,163583.3897907453,12.632905801518781,3,0.566901650564745,0.547689304779355,0.4088317366385053,0.12632905801518782,0.5,85.90201295026037
215432,73462.83436724327,16183.303804791256,603307.5192370368,32.98753989213897,3,0.07512024121203562,0.34100242474304315,0.700113631258398,0.3298753989213897,0.5,60.30678969021386
52758,17306.34729369397,22545.885005293956,194071.44980072632,15.889415402414897,6,0.4273453316140482,0.3280326641209668,0.9196304342503806,0.15889415402414897,1.0,94.05444224610791
106077,57839.89073700149,41945.253903899255,85349.27876850456,21.56742848735307,6,0.3954227014706228,0.5452632591136768,0.20114935086895502,0.21567428487353069,1.0,86.71920866184767
96550,58944.82221323527,36966.15574896677,255070.9077423499,11.982999855142829,6,0.3828705929463156,0.610510846330764,0.6604632515337905,0.11982999855142829,1.0,92.50438512107212
245406,169787.724156343,147555.80676852164,673519.808320479,20.076845295518467,3,0.601272205115285,0.6918646005246123,0.6861280982539945,0.20076845295518467,0.5,100.0
242378,92735.69264898605,128859.70827420225,408766.9724706958,35.10101117675673,7,0.5316477084314676,0.38260771459862714,0.4216213646357093,0.3510101117675673,1.1666666666666667,99.02008885620693
118842,41630.48908291648,10908.668579936371,24387.01857450006,32.86743712643036,2,0.0917913581051848,0.35030114844008414,0.05130134669245734,0.3286743712643036,0.3333333333333333,56.86307662504581
137407,81438.38740334527,32123.697099161836,189768.34091975584,38.31462586902978,1,0.23378501167452775,0.5926800483479392,0.3452668730846242,0.38314625869029784,0.16666666666666666,68.96015210097353
165383,82735.6341120779,8758.140005470143,407867.65072776447,16.797486562303227,5,0.05295671263352426,0.5002668600284061,0.6165501453108307,0.16797486562303227,0.8333333333333334,72.62689181922173
204293,140180.85127810488,108835.18433036086,44553.63961664191,30.83415289909825,2,0.5327406437340528,0.6861754992980909,0.05452174036389145,0.3083415289909825,0.3333333333333333,70.3247664535314
60419,25483.560483568155,35157.336339170106,68629.23411472094,20.988298916059378,3,0.5818920594377613,0.42178057371966027,0.2839720705188804,0.20988298916059378,0.5,89.4491970669027
210167,100100.8436284712,140972.4621448492,223530.99270757096,34.67910709335007,1,0.6707640216820395,0.47629191846708185,0.2658968733287944,0.3467910709335007,0.16666666666666666,82.14947060558231
167841,51462.34569610873,93781.63096676131,595893.764924436,12.07714090074428,5,0.5587528134768103,0.3066136742280416,0.8875867114180027,0.12077140900744279,0.8333333333333334,100.0
